,label,token
2584,[12  5 12 12  0  3  0  5],"['2', '-', 'تخليه', 'گازهاي', 'متعفن', 'و', 'آتشگير', '.']"
2585,"[12  5 12 16 12 16 12  5  3 16 12 12 12 12  3 12 12 12 16 12 16 12 22  3
 12 12 16 12 16  3 12 12 12 16 12  0 12 16 12 22 16 16 12 12 22  5]","['3', '-', 'جلوگيري', 'از', 'سيفوناژ', 'در', 'سيفون', '،', 'يعني', 'از', 'خروج', 'آب', 'سيفون', 'جلوگيري', 'و', 'باعث', 'نيامدن', 'بو', 'از', 'سيفون', 'به', 'ساختمان', 'ميشود', 'يعني', 'خلاأ', 'بعد', 'از', 'سيفون', 'را', 'كه', 'باعث', 'فشار', 'آمدن', 'از', 'طرف', 'ديگر', 'هوا', 'روي', 'آب', 'ميشود', 'را', 'از', 'سيفون', 'خارج', 'ميكند', '.']"
2586,[12 12 12  5 12 12 16 12  0 16 12 12 22  3 22 16 12  5 12  0  5],"['انواع', 'شبكه', 'ونت', ':', 'شبكه', 'ونت', 'به', 'طريق', 'مختلف', 'در', 'ساختمان', 'نصب', 'ميگردد', 'كه', 'عبارتند', 'از', '1', '-', 'نوع', 'پيوسته', '.']"
2587,[12  5 12  0  5],"['2', '-', 'نوع', 'مداري', '.']"
2588,[12  5 12  0  5],"['3', '-', 'نوع', 'ممتد', '.']"
2589,[12  0  0 12  0 22  5],"['منبع', 'كويلي', 'ايستاده', 'كارش', 'بهتر', 'است', '.']"
2590,[16 12  0 12 12  0 22  5 12  5 12 12 12  5],"['در', 'منبع', 'كويلي', 'دو', 'نكته', 'مهم', 'است', ':', '1', '-', 'قطر', 'لوله', 'كويل', '.']"
2591,[12  5 12 12 12 12  5],"['2', '-', 'ضخامت', 'ورق', 'جداره', 'منبع', '.']"
2592,[12 12 12  0 22 16 12 11  0 22  5],"['ضخامت', 'ورق', 'منبع', 'كويلي', 'نبايد', 'از', '3', 'mm', 'كمتر', 'باشد', '.']"
2593,[ 3 12 11  0 22  5],"['كه', '5', 'mm', 'خوب', 'است', '.']"
2594,[ 3 12 12  0 16 12  5 12 12  0  5 22 10 12  3  1 12  3 12 22  5],"['و', 'قطر', 'لوله', 'مسي', 'داخل', 'كويل', ')', 'گوشت', 'لوله', 'مسي', '(', 'بايد', 'حداقل', '920', 'و', 'عموماً', '230', 'و', '630', 'باشد', '.']"
2595,"[18 16 12 12 12  0 12 16 12  0 22  3 12  0  3 16 12  0 22  0 12 12  0 16
 18  3 16 12 12  0 22  3 16 12  0 16 12 12  0  0  3 16 12  0 16 12  0  5
 12 12  5 12 22  5]","['يكي', 'از', 'روشهاي', 'تهيه', 'آب', 'گرم', 'استفاده', 'از', 'منبع', 'دوجداره', 'ميباشد', 'كه', 'منبع', 'دوجداره', 'همانطوركه', 'از', 'نامش', 'مشهود', 'است', 'داراي', 'دو', 'جدار', 'مجزا', 'از', 'يكديگر', 'و', 'به', 'شكل', 'صفحث', 'قبل', 'ميباشد', 'كه', 'از', 'جدار', 'داخلي', 'براي', 'تهيه', 'آب', 'گرم', 'مصرفي', 'و', 'از', 'جدار', 'بيروني', 'براي', 'آب', 'گرمكننده', ')', 'آب', 'ديگ', '(', 'استفاده', 'مينمايند', '.']"
2596,[12 12 12  0 12  3  1 16 12 12 11 22  3  0 22 12 11 12 22  5],"['جنس', 'ورق', 'منبع', 'دوجداره', 'گالوانيزه', 'و', 'حداقل', 'با', 'ضخامت', '3', 'mm', 'است', 'و', 'بهتر', 'است', '5', 'mm', 'انتخاب', 'گردد', '.']"
2597,"[12 12 12 12  0 22  3 11 12 12  0  3 11 12 12  0  3 11 12 12 12 12  3 12
  3  1 12 11 12 12 12 11  3 12  0 12 11 22  5]","['اساس', 'محاسبث', 'جدارهها', 'فرمول', 'زير', 'ميباشد', 'كه', 'Q', 'مقدار', 'حرارت', 'لازم', 'و', 'm', 'مقدار', 'آب', 'مصرفي', 'و', 't', 'اختلاف', 'درجه', 'حرارت', 'ورودي', 'و', 'خروجي', 'كه', 'عموماً', '50', 'c', 'آب', 'ورودي', '51', 'c', 'و', 'آب', 'خروجي', '56', 'c', 'ميباشد', '.']"
2598,[11 16 12  0 12 12  3 16 12 12  5 12 22  5],"['C', 'در', 'سيستم', 'انگليسي', '8.33', 'FPS', 'و', 'در', 'سيستم', 'SI', '،', '1', 'ميباشد', '.']"
2599,[16 12 12 11 22 12 12 12 12  0 16 12 22  3 12 18  1  0 22  5],"['از', 'روي', 'مقدار', 'Q', 'ميتوان', 'قطر', 'جداره', 'بيرون', 'منبع', 'دوجداره', 'را', 'محاسبه', 'كرد', 'كه', 'محاسبه', 'آن', 'بعداً', 'گفته', 'ميشود', '.']"
2600,"[12  0  5 12  0 16 12 12  3 12 12  0  3 16 12 12 22 12  0  3 12 12 16 12
  6 12 12 16 12  0  0 22  5]","['منبع', 'كويلي', ':', 'منبع', 'كويلي', 'از', 'يك', 'مخزن', 'و', 'يك', 'كويل', 'مسي', 'كه', 'در', 'داخل', 'مخزن', 'است', 'تشكيل', 'شده', 'و', 'آب', 'ديگ', 'از', 'طريق', 'همين', 'كويل', 'گرمايش', 'به', 'آب', 'مصرفي', 'منتقل', 'ميكند', '.']"
2601,[12 12 12  0  6 12 22  3 12  0 22  5],"['اساس', 'محاسبه', 'منبع', 'كويلي', 'همان', 'فرمولي', 'است', 'كه', 'توضيح', 'داده', 'شد', '.']"
2602,[12 12 12  0  0 22 12 11 12 22  3 12 12 16 12  0  0 22  5],"['ضخامت', 'ورق', 'مخزن', 'كويلي', 'بهتر', 'است', '5', 'mm', 'انتخاب', 'شود', 'و', 'لولههاي', 'كويل', 'از', 'گوشت', 'متناسب', 'برخوردار', 'باشد', '.']"
2603,"[12 12 12  3 12 12 12 16 12  0 16 12 12  0 12 22 16 12  3 12  0 16 16 18
 12 22  3 16 12 12 22 12 12  0 12 12 16 12 22  3  6 12  0 22 16 12 12 12
  0  5]","['قطر', 'لولث', 'رفت', 'و', 'برگشت', 'آب', 'ديگ', 'در', 'منبع', 'كويلي', 'بر', 'اساس', 'فرمول', 'فوق', 'محاسبه', 'ميگردد', 'به', 'نحوي', 'كه', 'مقدار', 'آبي', 'را', 'از', 'خود', 'عبور', 'دهد', 'كه', 'در', 'واحد', 'زمان', 'بتواند', 'مقدار', 'آب', 'گرم', 'مورد', 'نياز', 'را', 'تؤمين', 'كند', 'و', 'اين', 'محاسبه', 'متناسب', 'است', 'با', 'حجم', 'آب', 'منبع', 'كويلي', '.']"
2604,[12  0 16 12 12 12 12 12 16 12 22  3  6 12 12 18  0  3  0  0 22  5],"['مبدلهاي', 'حرارتي', 'براي', 'مبادلث', 'حرارت', 'بين', 'دو', 'سيال', 'به', 'كار', 'ميروند', 'كه', 'اين', 'دو', 'سيال', 'يكي', 'گرمكننده', 'و', 'ديگري', 'گرمشونده', 'ميباشد', '.']"
2605,[ 1 12  0 16 12  3 12  0 12 12 16 12  0 12 22  5],"['عموماً', 'سيال', 'گرمشونده', 'داخل', 'كويل', 'و', 'سيال', 'گرمكننده', 'بيرون', 'كويل', 'در', 'جداره', 'دوّم', 'قرار', 'دارد', '.']"
2606,[12  0 22 12 16 12  3  3 12 16 12 22  5],"['مبدلهاي', 'حرارتي', 'ميتوانند', 'آب', 'به', 'آب', 'و', 'يا', 'بــخار', 'به', 'آب', 'باشند', '.']"
2607,[ 3 16 12 12 16 12  7 12 16 12  0  0 16 12 11 22 16 12 12  0 12 22  5],"['كه', 'در', 'سيستم', 'آب', 'به', 'آب', 'اگر', 'فشار', 'در', 'سيال', 'گرمكننده', 'بيش', 'از', '51', 'Psi', 'باشد', 'به', 'عنوان', 'آب', 'داغ', 'تلّقي', 'ميگردد', '.']"
2608,"[16 12 12 12  0  7 12  0  5 16 12 12 22  3 12  0 12 16 18 16 12 22 22 12
  3 12 16 12 22 16 12 16  0 22  3 12 22  3  7 12  0 16 12 12  3 12 12  0
  0 16 12 22  3 12  0  5 12 12  5  1 16 12 22 22 12  3 12 16 12 16 12 12
  0 22  5]","['در', 'منابع', 'تهيه', 'آب', 'گرم', 'اگر', 'آب', 'گرمكننده', '،', 'داخل', 'لوله', 'كويل', 'باشد', 'و', 'آب', 'گرم', 'مصرف', 'با', 'آن', 'در', 'تماس', 'باشد', 'نميتوان', 'فين', 'يا', 'پره', 'به', 'لوله', 'زد', 'تا', 'سطح', 'را', 'زياد', 'كنند', 'زيرا', 'كچه', 'ميگيرد', 'ولي', 'اگر', 'آب', 'گرمكننده', 'در', 'بيرون', 'لوله', 'و', 'حجم', 'آب', 'گرم', 'مصرفي', 'در', 'لوله', 'باشد', 'چون', 'آب', 'گرمكننده', ')', 'آب', 'ديگ', '(', 'همواره', 'در', 'حركت', 'است', 'ميتوان', 'فين', 'يا', 'پره', 'به', 'لوله', 'جهت', 'افزايش', 'سطح', 'اضافه', 'كرد', '.']"
2609,[12  0  5  0  3  0  5 16 12 12 12 22  5 12  5 16 12  0 12  5  0  5],"['نوع', 'منطقهاي', '،', 'محلي', 'يا', 'تكواحدي', ':', 'به', 'دو', 'دسته', 'تقسيم', 'ميشود', ':', '1', '-', 'با', 'سوخت', 'فسيلي', '2', '-', 'برقي', '.']"
2610,[ 6 12 18 16 12 12  0  3  0  5  0  5 12 22  5],"['اين', 'دستگاهها', 'خود', 'به', 'دو', 'دسته', 'مخزني', 'و', 'كويلي', ')', 'خرگوشي', '(', 'تقسيم', 'ميشوند', '.']"
2611,[12 12  6 12 12 16 12 12 22  5],"['اساس', 'انتخاب', 'اين', 'دستگاه', 'بستگي', 'به', 'حجم', 'مصرف', 'دارد', '.']"
2612,[ 3  7 12  0  3  3  0 22  5 12 12  0  0 22  5],"['كه', 'چنانچه', 'مراكز', 'عمومي', 'و', 'يا', 'آموزشي', 'باشد', '،', 'استفاده', 'دستگاههاي', 'مخزني', 'رايجتر', 'است', '.']"
2613,"[ 6 12  0 12  3 12 18  0 12 12  5 12  3 12 12 22  5 12  0  3 12 12 12  3
 12 12 12 16 12 12  0 22  5]","['اين', 'دستگاهها', 'شامل', 'آبگرمكنها', 'كه', 'ساختمان', 'آن', 'داراي', 'يك', 'مخزن', '،', 'كاربراتور', 'و', 'والو', 'كنترل', 'است', '،', 'تشكيل', 'شده', 'و', 'محاسبث', 'حجم', 'مخزن', 'و', 'دبي', 'مورد', 'نياز', 'بر', 'اساس', 'فرمول', 'فوق', 'ميباشد', '.']"
2614,[12  6 12 16 12  0 16 12 22  3 11 12 12  5 11 12  0 12  3  5 12 12 22  5],"['سوخت', 'اين', 'دستگاهها', 'از', 'فرمول', 'فوق', 'به', 'دست', 'ميآيد', 'كه', 'Q', 'مقدار', 'حرارت', '،', 'E', 'ارزش', 'حرارتي', 'سوخت', 'و', '?', 'راندمان', 'سوخت', 'ميباشد', '.']"
2615,[ 1 12 16 16 12 12  3  3  0  3  3 12  5 11  5 12 22  5],"['عموماً', 'سوخت', 'را', 'بر', 'اساس', 'جرمي', 'و', 'يا', 'حجمي', 'و', 'يا', 'كيلووات', ')', 'kw', '(', 'معرفي', 'ميكنند', '.']"
2616,[12  0 12  0 16 12  0 12  0  3  0 22  5],"['وسايل', 'توزيعكنندث', 'آب', 'گرم', 'در', 'ساختمان', 'شامل', 'شيرهاي', 'تكي', 'و', 'مخروط', 'ميباشد', '.']"
2617,[12 12  5 12  5 12 12  5],"['ماشين', 'ظرفشويي', ':', '1', '-', 'مكانيزم', 'چركبري', '.']"
2618,[12  5 12 12  5],"['2', '-', 'معرفي', 'قطعات', '.']"
2619,[12  5 12 12 12  5],"['3', '-', 'شرح', 'كاربري', 'قطعات', '.']"
2620,[12  5 12 12 12  3 18  0 12 12 22  5 12  5  0  5],"['4', '-', 'شرح', 'مكانيزم', 'ماشين', 'كه', 'خود', 'شامل', 'دو', 'قسمت', 'ميباشد', ':', 'الف', '-', 'مكانيكي', '.']"
2621,[12  5  0  5],"['ب', '-', 'الكتريكي', '.']"
2622,[12 12  5 16 12 12  0 16 12  0 16 12  0 12 12 12 12 22  5],"['مكانيزم', 'چركبري', ':', 'براي', 'چرك\u200c\u200cبري', 'ظروف', 'كثيف', 'به', 'مواد', 'غذايي', 'از', 'مواد', 'پاككننده', 'تحت', 'عنوان', 'دترجنتها', 'استفاده', 'مينمايند', '.']"
2623,"[12 12 22  0 16 12  3  0 16 12 12 16 12  0 16 12 22 16 12 16 12 12  5 12
 12 12 22 12 12 22  3 16 12 12  5 12  5 12 12  0  5 12 12  0  3  0 12 12
 12 22  5]","['دترجنتها', 'موادي', 'هستند', 'محلول', 'در', 'آب', 'و', 'همراه', 'با', 'مواد', 'اديتيو', 'براي', 'چركبري', 'مناسب', 'به', 'كار', 'ميروند', 'با', 'توجه', 'به', 'نوع', 'چرك\u200c\u200cبري', '،', 'نوع', 'اديتيو', 'تغيير', 'ميكند', 'اديتيوها', 'موادي', 'هستند', 'كه', 'براي', 'ايجاد', 'كف', '،', 'روانكنندگي', '،', 'ايجاد', 'سطح', 'زياد', '،', 'افزايش', 'كشش', 'سطحي', 'و', 'معطر', 'شدن', 'پودر', 'كاربرد', 'دارند', '.']"
2624,"[16 12  0 22 22 12  0 12 12  0  3 20 12 12  3 20 12 12  0 16 16 12 22 16
 12 22  5]","['به', 'طور', 'كلي', 'ميتوان', 'گفت', 'دترجنت', 'داراي', 'يك', 'مولكول', 'پاككننده', 'و', 'تعدادي', 'مولكولهاي', 'اديتيو', 'كه', 'هر', 'كدام', 'وظيفه', 'خاصي', 'را', 'به', 'عهده', 'دارند', 'به', 'كار', 'ميروند', '.']"
2625,[12  0  0 12 12  0 22  5],"['مولكول', 'پاككننده', 'داراي', 'دو', 'قسمت', 'اصلي', 'ميباشند', '.']"
2626,[12  5 12  0 16 12  5],"['الف', '(', 'قسمت', 'محلول', 'در', 'چربي', '.']"
2627,[12  5 12  0 16 12  5],"['ب', '(', 'قسمت', 'محلول', 'در', 'آب', '.']"
2628,"[12  3 12 12 16 12 12 12 22 12  0 16 12 18 16 12  0  3 12  0 16 12 18 16
 12 22  3 16 12  6 12  5  0 12 12  3 12  0  3 16 12 12 12  3 12  0  5 12
 16 16 12  0 22  3 16 18 17 12 22 16 12 12 12 12  3  3 12 12 12  0  5  0
 16  0  5 22  5]","['هنگامي', 'كه', 'مولكول', 'دترجنت', 'در', 'محيط', 'چركبري', 'قرار', 'ميگيرند', 'قسمت', 'محلول', 'در', 'آب', 'آن', 'وارد', 'آب', 'شده', 'و', 'قسمت', 'محلول', 'در', 'چربي', 'آن', 'وارد', 'چربي', 'ميگردد', 'و', 'در', 'حقيقت', 'اين', 'مولكول', '،', 'واسط', 'بين', 'چربي', 'و', 'آب', 'شده', 'و', 'با', 'افزايش', 'جريان', 'آب', 'و', 'فشار', 'متناسب', '،', 'چربي', 'را', 'از', 'محل', 'كثيف', 'كنده', 'و', 'با', 'خود', 'بدرون', 'آب', 'ميبرد', 'در', 'نتيجه', 'ظرف', 'مورد', 'نظر', 'و', 'يا', 'لباس', 'مورد', 'نظر', 'تميز', ')', 'عاري', 'از', 'چرك', '(', 'ميگردد', '.']"
2629,[12  0 16 12 16 12  0 16 18 22  3 16 12  0 16 12  0 22  5],"['چربي', 'چسبيده', 'به', 'ظرف', 'به', 'طور', 'ضعيف', 'به', 'آن', 'ميچسبد', 'ولي', 'به', 'طور', 'سخت', 'با', 'دترجنت', 'محلول', 'ميشود', '.']"
2630,"[12  5 12  0  3 12 12 12  5 12  0  3  0 22  5 16 20 12 12 22  3  1 12  0
  3 12 12 22  3 12  0 22  3 12  1  1 12  0 12 16  0 22  5]","['اديتيوها', ')', 'مواد', 'كفكننده', 'كه', 'باعث', 'كف', 'كردن', '-', 'بوي', 'خوب', 'و', 'معطر', 'ميشوند', '(', 'در', 'هر', 'دترجنتي', 'وجود', 'دارند', 'و', 'معمولاً', 'جنبه', 'اقتصادي', 'و', 'جلب', 'مشتري', 'دارد', 'و', 'اثر', 'زيادي', 'ندارد', 'و', 'اديتيوها', 'فقط', 'كمي', 'كشش', 'سطحي', 'دترجنتها', 'را', 'زياد', 'ميكنند', '.']"
2631,[12 12 12 12  5 12  5  0  5],"['معرفي', 'قطعات', 'ماشين', 'ظرفشويي', ':', '1', '-', 'مكانيكي', '.']"
2632,[12  5  0  5],"['2', '-', 'الكتريكي', '.']"
2633,[12 12 12 16 12 12 12 22  5],"['قطعات', 'ماشين', 'ظرفشويي', 'از', 'دو', 'قسمت', 'تشكيل', 'شدهاند', '.']"
2634,[12  5 12  0  5],"['1', '-', 'قطعات', 'الكتريكي', '.']"
2635,[12  5 12  0  5],"['2', '-', 'قطعات', 'مكانيكي', '.']"
2636,"[12  0 12 12 22 16 12  5 12  5 12  5 12  5 12 12 12  5  5 12 12 12 12  5
 12  5 12 12  5 12 12  5 12 12  5  5]","['قطعات', 'الكتريكي', 'ماشين', 'ظرفشويي', 'عبارتند', 'از', 'ميكروسوايچ', '،', 'هيدرواستات', '،', 'تايمر', '-', 'ترموستات', ')', 'كليد', 'تغيير', 'دما', '(', '،', 'موتور', 'پروانث', 'مخزن', 'ظرفشويي', '،', 'هيتر', '،', 'سولفوايد', 'والو', '-', 'واتر', 'پمپ', ')', 'پمپ', 'آب', '(', '.']"
2637,[12 12  0  5 12  5 12  5 12 12 12 20 12  0 12 12 12 12 12  0 22  5],"['وظايف', 'قطعات', 'الكتريكي', ':', '1', '-', 'تايمر', ':', 'وظيفه', 'تايمر', 'بكارگيري', 'كليه', 'قطعات', 'الكتريكي', 'ماشين', 'ظرفشويي', 'طبق', 'يك', 'برنامه', 'معين', 'ميباشد', '.']"
2638,[ 3 20 12 16 12 12 18 16 12 22  5],"['بطوريكه', 'هر', 'وسيله', 'به', 'نوبت', 'وظيفث', 'خود', 'را', 'انجام', 'دهد', '.']"
2639,"[12  5 12 12  5 12 22  3 12 12 12 16 16 12 12 12  0 16 12 22 16  6 12  3
  1 12  0 12  0 12 16 12 22  3 12 16 12 16 12  0 16 12 12 12 12 16 16 12
  0 12 22  5]","['2', '-', 'وظيفه', 'هيدرواستات', ':', 'وسيلهاي', 'است', 'كه', 'ميزان', 'آبگيري', 'دستگاه', 'را', 'بر', 'اساس', 'يك', 'سطح', 'معيني', 'به', 'عهده', 'دارد', 'به', 'اين', 'صورت', 'كه', 'ابتدا', 'جريان', 'الكتريكي', 'شير', 'برقي', 'دستگاه', 'را', 'وصل', 'ميكند', 'و', 'پس', 'از', 'آبگيري', 'به', 'مقدار', 'كافي', 'با', 'دستور', 'تايمر', 'ورود', 'آب', 'را', 'توسط', 'شير', 'برقي', 'قطع', 'ميكند', '.']"
2640,[ 3  6 12 16 12 12 12  1 12 22  5],"['و', 'اين', 'عمل', 'را', 'هنگام', 'شستشوي', 'ظروف', 'مرتباً', 'تكرار', 'ميكند', '.']"
2641,"[12  5 12 12  0  5 12 12  5  5  6 12 16 12 12 12 12  5 12  5 22 12 12  3
  3 12 12 12 16 16 12  0 22  5]","['3', '-', 'وظيفه', 'شير', 'برقي', ')', 'سولنوايد', 'والو', '(', ':', 'اين', 'وسيله', 'به', 'كمك', 'يك', 'سيم', 'پيچ', ')', 'بوبين', '(', 'ميتواند', 'ورود', 'آب', 'و', 'يا', 'قطع', 'جريان', 'آب', 'را', 'به', 'عهده', 'داشته', 'باشد', '.']"
2642,[12 18 12 12 12 22  3 16 12 12  3 12 12 22  3 12 18 16 12 22  5],"['وظيفه', 'آن', 'تؤمين', 'آب', 'دستگاه', 'ميباشد', 'كه', 'از', 'طريق', 'تايمر', 'و', 'هيدرواستات', 'فرمان', 'گرفته', 'و', 'وظيفه', 'خود', 'را', 'انجام', 'ميدهد', '.']"
2643,[12  5 12 12  5  0 12 22  3 16 12 12 16 12 12  0 16 12  0 22  5],"['4', '-', 'پمپ', 'آب', ':', 'تنها', 'وسيلهاي', 'است', 'كه', 'در', 'دستگاه', 'ظرفشويي', 'با', 'دامنه', 'تغييرات', 'مختلف', 'به', 'كار', 'گرفته', 'ميشود', '.']"
2644,"[ 6 12 12 18 22  3 12 12 16 16 12  3 12 12 16 16 12 22 12 22 16  6 12  3
 12 16 16 12 12 22  3 16 12 12 16 12  0  5  0  5 16 12  0 12 22  5]","['اين', 'پمپ', 'وظيفهاش', 'آن', 'است', 'كه', 'حركت', 'آب', 'را', 'در', 'كلكتوري', 'كه', 'توزيع', 'آب', 'را', 'روي', 'ظرفها', 'مينمايد', 'تعيين', 'نمايد', 'به', 'اين', 'صورت', 'كه', 'آب', 'را', 'از', 'مخزن', 'مكش', 'نموده', 'و', 'به', 'كمك', 'كلكتور', 'روي', 'ظروف', 'چرك', ')', 'چرب', '(', 'با', 'فشار', 'لازم', 'پودر', 'مينمايد', '.']"
2645,[12  0  6 12  1 12 12 12 22  3 16 12 12  3 12  0 12  0 22  5],"['ساختمان', 'داخلي', 'اين', 'پمپ', 'مانند', 'ساير', 'پمپهاي', 'سانتريفوژ', 'ميباشد', 'و', 'از', 'محفظه', 'پروانه', 'و', 'موتور', 'الكتريكي', 'تشكيل', 'شده', 'است', '.']"
2646,[16 20 16 12 16 12 12 12  0 16 12 12 12  5 12 12  0 16 12  0  0 22  5],"['در', 'بعضي', 'از', 'ظرفشوييها', 'به', 'كمك', 'يك', 'پروانه', 'مركزي', 'در', 'داخل', 'مخزن', 'آب', '،', 'محلول', 'دترجنت', 'فعال', 'روي', 'ظروف', 'كثيف', 'پاشيده', 'ميشود', '.']"
2647,[16  6 21 12 12  0 22  5],"['به', 'اين', 'نوع', 'ظرفشوييها', 'نوع', 'پروانهاي', 'ميگويند', '.']"
2648,[12  5 12  5 16  0 12 12 16 12 12 22  5],"['5', '-', 'هيتر', ':', 'براي', 'گرم', 'كردن', 'آب', 'از', 'هيتر', 'استفاده', 'مينمايد', '.']"
2649,[16 12 16 12  5 12  5 12 16 12 12 12 22  5],"['براي', 'هيتر', 'از', 'سيم', ')', 'المنت', '(', 'فرونيكل', 'در', 'داخل', 'لوله', 'استفاده', 'ميشود', '.']"
2650,"[12 12 16  0 12 12 12  0 12 12  0 16 12  0 16  3 22  3 12 16 12 12 12  0
 16 12  0  0 22  5]","['هيتر', 'علاوه', 'بر', 'گرم', 'كردن', 'آب', 'وظيفث', 'گرم', 'كردن', 'هواي', 'عبوري', 'از', 'كانال', 'پيشبيني', 'را', 'نيز', 'دارد', 'كه', 'پس', 'از', 'شستشوي', 'ظروف', 'هواي', 'گرم', 'روي', 'ظروف', 'تميز', 'دميده', 'ميشود', '.']"
2651,[12  5 12 12  5 12 12 12 12 12  0 16 12 12  0 16 12 22  5],"['6', '-', 'واتر', 'پمپ', ':', 'وظيفه', 'واتر', 'پمپ', 'تخليه', 'آبهاي', 'كثيف', 'طي', 'يك', 'برنامث', 'معين', 'از', 'مخزن', 'ميباشد', '.']"
2652,[12  0 18  0 12  0  5 12  0  0  5 12  3 12  5 22  5],"['ساختمان', 'داخلي', 'آن', 'شامل', 'موتور', 'الكتريكي', ')', 'قاب', 'مخصوص', 'پلاستيكي', '-', 'پروانه', 'و', 'محفظه', '(', 'ميباشد', '.']"
2653,"[12  5 12  5 12 12 12  5  5 12 12 12 16 16 12 12 16 12 22  3  0 12 12 12
 22  5]","['7', '-', 'ترموستات', ')', 'كليد', 'تغيير', 'دما', '(', ':', 'وظيفه', 'كنترل', 'دما', 'را', 'در', 'داخل', 'دستگاه', 'به', 'عهده', 'دارد', 'و', 'داراي', 'يك', 'دامنث', 'كار', 'ميباشد', '.']"
2654,[12  5 12 12  5 16 12 12 12  3 12 12  0  0 22  3 16 12 12 12 22  5],"['8', '-', 'ميكرو', 'سوايچ', ':', 'در', 'حقيقت', 'كليدهاي', 'قطع', 'و', 'وصل', 'وسايل', 'مختلف', 'الكتريكي', 'ميباشند', 'كه', 'به', 'كمك', 'تايمر', 'فرمان', 'ميگيرد', '.']"
2655,[12  0  5 12  5 12 12  5],"['قطعات', 'مكانيكي', ':', '1', '-', 'بدنه', 'دستگاه', '.']"
2656,[12  5 12  0  5],"['2', '-', 'شيلنگهاي', 'رابط', '.']"
2657,[12  5 12  0  5],"['3', '-', 'شيلنگهاي', 'خروجي', '.']"
2658,[12  5 12  5],"['4', '-', 'فوارهگردان', '.']"
2659,[12  5 12 12  3 12  5],"['5', '-', 'واسطه', 'ورودي', 'و', 'خروجي', '.']"
2660,[12  5 12  5],"['6', '-', 'جاپودري', '.']"
2661,[12  5 12  5],"['7', '-', 'فيلتر', '.']"
2662,[12  5 12 12  5],"['8', '-', 'مخزن', 'آب', '.']"
2663,[12  5 12  5  1 16 12 12  0 22 16 16 12 12 12 22  5],"['1', '-', 'بدنه', ':', 'عموماً', 'از', 'جنس', 'استيل', 'ساخته', 'شده', 'تا', 'در', 'مقابل', 'آب', 'زنگ', 'نزند', '.']"
2664,[12  5 12  0  5 16 12 12 16 12 12 12  0 22  5],"['2', '-', 'شيلنگهاي', 'رابط', ':', 'براي', 'ارتباط', 'آب', 'به', 'فوارههاي', 'دستگاه', 'پيشبيني', 'شده', 'است', '.']"
2665,[12  5 12  0  5 16 12 12 16 12 22  5],"['3', '-', 'شيلنگهاي', 'خروجي', ':', 'براي', 'هدايت', 'فاضلاب', 'به', 'خارج', 'ميباشد', '.']"
2666,[12  5 12  5 16 12 12 16 12  0 12  0 22  5],"['4', '-', 'فوارهگردان', ':', 'براي', 'پاشيدن', 'آب', 'روي', 'ظروف', 'كثيف', 'پيشبيني', 'گرديده', 'است', '.']"
2667,[17 12  3 12 16 12 16 12  0 22  3 16 12 16 12 12 12 22  5],"['بدين', 'صورت', 'كه', 'آب', 'از', 'مخزن', 'توسط', 'پمپ', 'مكيده', 'شده', 'و', 'با', 'فشار', 'به', 'داخل', 'فوارهگردان', 'انتقال', 'مييابد', '.']"
2668,[12  5 12  5 16 12 12 12 12  3 12 12 16 12 12 12  0 22  5],"['5', '-', 'جاپودري', ':', 'براي', 'قرار', 'دادن', 'پودر', 'شستشو', 'يا', 'مايع', 'ظرفشويي', 'در', 'داخل', 'دستگاه', 'نصب', 'گرديده', 'است', '.']"
2669,"[12  5 12  5 16 12 12 16 12  0 12 12 12 22  3 12  3 12 12 16 12 12 16 12
 16 12 12 22  5]","['6', '-', 'فيلتر', ':', 'براي', 'جذب', 'ذرات', 'در', 'قسمت', 'زير', 'مخزن', 'شستشو', 'نصب', 'ميگردد', 'و', 'مخزن', 'يا', 'گالن', 'آب', 'براي', 'آبگيري', 'دستگاه', 'در', 'قسمت', 'زير', 'دستگاه', 'نصب', 'ميگردد', '.']"
2670,[12 12 12 12  5 16  6 12 12 16 12  0  5 12 12  5 16 12 12  0 22  5],"['اساس', 'كار', 'دستگاه', 'ظرفشويي', ':', 'در', 'اين', 'دستگاه', 'آب', 'توسط', 'شير', 'الكتريكي', ')', 'لولفوايد', 'والو', '(', 'به', 'مخزن', 'آب', 'وارد', 'ميگردد', '.']"
2671,[ 3 12 16 12 12 12 16 12 12 12 16 12 12 16 12 12 22  5],"['و', 'پس', 'از', 'تكميل', 'سطح', 'آب', 'توسط', 'فرمان', 'تايمر', 'آب', 'به', 'كمك', 'پمپ', 'به', 'فوارهها', 'انتقال', 'مييابد', '.']"
2672,[12 12 16 12 16 16 12  0 22  5],"['فوارهها', 'آب', 'با', 'فشار', 'را', 'روي', 'ظروف', 'كثيف', 'ميپاشند', '.']"
2673,[12  1 16 12 16 22  5],"['آب', 'مجدداً', 'به', 'مخزن', 'بر', 'ميگردد', '.']"
2674,[16 12  0 12 12 16 12  0 22  5],"['در', 'مرتبه', 'دوّم', 'مايع', 'ظرفشويي', 'با', 'آب', 'مخلوط', 'ميگردد', '.']"
